EntrezID	gene_size
283663	2530
283742	4388
283755	5995
2838	1252
283807	2443
283820	4352
283848	3419
283849	2510
283870	1913
283871	2727
283876	2468
283887	1875
283897	2585
283899	4469
283927	1096
283932	3951
283948	2097
283951	1005
283970	4184
283987	3271
283989	1944
283991	1593
284	4353
284001	5379
284004	2285
284013	766
284018	2065
284021	1447
284029	2082
284047	8688
284058	9123
284086	3581
2841	1698
284119	3828
284129	2885
284131	2815
284161	1821
284184	741
2842	1751
284207	5472
284252	4590
284266	2580
284273	7732
284306	2739
284307	4181
284309	5292
284325	2753
284349	5713
284352	5943
284353	4233
284361	9446
284367	2161
284370	4122
284371	3819
284385	2461
284390	2621
284391	6620
284403	5971
284406	5718
284408	850
284415	1260
284417	1197
284422	1329
284439	3120
284443	5023
284454	1774
284459	3472
284521	1692
284565	4707
2846	2611
284611	8333
284613	5077
284615	3613
284677	2501
284695	9433
284697|23285	6041
284723	2986
284749	3544
284751	2281
284757	2043
284759	2642
2848	1224
284837	4598
284900	5859
284904	2575
284992	3685
284996	2458
2850	2447
285025	6960
285051	1621
28511	4213
28512	2391
285148	2793
285154	1781
285172	9333
285180	3568
285190	5464
285193	3461
285195	3627
285203	4731
285237	2633
285266	2036
285267	4153
285268	6378
285282	3883
285286	2506
285315	1926
285331	3120
285335	4172
285343	3687
285362	3150
285367	2491
285368	3761
285381	3131
285386	5479
285407	2165
285429	4772
285440	8646
285456	3713
285464	4438
285489	2562
285498	2335
285512	3210
285513	14244
285521	6846
285527	11706
285533	3203
285550	4377
285555	4203
285590	7777
285596	4499
285598	10845
285600	5751
285605	4365
285613	2520
285636	5241
285672	6876
2857	1928
285704	4580
285753	3832
285761	3626
285780	2819
285848	2332
285852	2304
285855	4476
2859	3821
285908	4702
285965	5018
285966	5568
285971	2257
285972	2043
285973	4572
285989	4253
286	8297
286006	1870
286016	2017
286042	2829
286046	3382
286053	1195
286097	3992
286101	5210
286103	3236
286128	4797
286144	3672
286148	6197
286151	3082
286205	12079
286223	4837
286257	1077
286262	3350
286319	2052
286336	4560
286343	1753
286410	6924
286451	6741
286467	2928
2865	1796
286554	5093
2867	2133
2868	2202
286826	3567
286827	4615
2869	5267
2870	2939
2872	4093
2873	4076
2874	1977
2876	1146
2878	1757
2879	1184
288	16874
2882	1228
2885	3729
2887	5432
2888	2382
2889	6256
28951	4391
28952	2319
28955	1561
28956	868
28957	850
28958	1374
28959	1430
2896	2342
28960	2467
28962	4467
28964	3768
28966	2158
28968	2983
28969	2101
28970	4094
28971	726
28972	4254
28974	873
28976	2454
28977	15582
28978	992
28981	3108
28982	5939
28984	960
28985	1130
28986	1462
28987	1734
28988	9618
28989	1562
28990	2669
28991	1573
28992	1205
28996	15049
28998	2367
29	5595
290	3678
2900	5802
29015	2619
29028	5565
29035	10359
29057	3757
29058	1735
29062	4588
29063	2785
29066	3845
29068	9315
2907	1968
29071	1613
29072	8433
29074	1075
29078	2399
29079	2022
2908	7286
29080	2101
29081	1370
29082	1393
29083	1787
29085	1316
29086	1472
29087	1299
29088	1147
29089	922
2909	8889
29090	3095
29092	1520
29093	3176
29094	3926
29095	2141
29097	4125
29098	1140
29099	2954
291	4440
29100	1525
29101	4176
29102	5305
29103	7853
29104	4865
29105	1605
29107	1123
29108	1137
29109	4321
29110	3256
29115	2786
29116	2796
29117	5370
29121	5279
29123	9301
29125	2956
29126	3644
29127	3229
29128	4309
2919	1097
292	1274
2923	3727
2926	6666
2931	3524
2932	7711
2934	6454
2935	7105
2936	3119
2937	1922
2938	1019
2941	1698
2944	1161
2946	4321
2947	4046
2948	3990
2950	1681
2952	4377
2954	5356
2956	7476
2957	6306
2958	1582
2959	1351
2960	3012
2961	1762
2962	2731
2963	2239
2965	2982
2966	4340
2967	3329
2969	4548
2970	3605
2971	1919
2972	3809
2975	7018
2976	3992
29760	1823
29761	5341
29765	1267
29766	8255
29767	9191
29777	2949
29780	5429
29781	2077
29785	2782
29789	4417
2979	1113
29796	916
29799	4329
29800	2047
29801	5046
29802	610
29803	3292
2982	4400
2983	3124
29841	5400
29842	9292
29843	4967
29851	2645
29855	6336
2987	2548
29880	1154
29882	2632
29883	6913
29886	4727
29887	2613
29888	3628
29889	2409
29890	6641
29893	1416
29894	4494
29895	682
29896	2229
29899	7433
2990	2555
29901	1566
29902	1679
29903	2162
29904	7388
29909	1786
29911	2603
29914	3646
29915	5734
29916	2733
29919	2162
2992	2052
29920	3149
29922	4298
29923	1370
29924	16219
29925	6108
29926	4942
29927	3635
29929	3371
2993	2659
29933	3660
29934	2422
29937	949
2994	632
29940	10586
29941	3375
29944	3627
29945	3807
29946	1734
29948	2391
2995	2067
29950	2114
29952	1590
29953	10733
29954	5647
29956	2544
29957	4271
29959	2887
2996	1684
29960	2511
29964	3947
29966	3970
29967	5008
29968	2188
29969	5312
2997	3574
29978	4230
29979	6055
29980	2332
29982	1853
29985	2940
29988	2172
2999	909
29992	1316
29994	8289
29997	4185
29998	5739
30	4720
30000	5122
30001	5285
30008	2277
30009	2572
3001	894
30011	4731
3002	968
3003	1509
3004	941
3005	2344
3006	642
30061	3442
3007	666
3008	754
3009	681
301	2209
3012	509
3014	1614
3015	1880
3017	789
3018	381
302	3528
3020	1863
3021	2787
3028	963
3029	2984
3030	3037
3032	2883
3033	2044
3034	3913
3035	3494
3038	4220
3039	674
3040	640
3042	592
3043	680
3047	808
3048	1772
3049	536
3050	755
3052	2277
3054	8869
3055	2215
3059	2710
306	2932
3064	14438
3065	2409
3066	9874
3067	2705
3068	2380
3069	6372
307	4418
3070	4987
3071	9016
3073	6909
3074	2021
3075	6985
3077	5286
308	1762
3081	2005
30812	4153
30815	2460
30817	6767
30819	2617
3082	5989
30827	2936
30832	5411
30833	1315
30836	5897
30837	7857
3084	5931
30844	6416
30845	4636
30849	5015
30850	3536
3087	1727
309	2593
3090	6711
3091	3956
3092	8013
3093	5245
3094	1081
3096	9027
30968	1296
3097	9723
3098	3964
3099	5772
31	9962
310	2452
3101	3066
3104	2484
3105	5436
3106	1605
3107	1880
311	6965
3111	3489
3112	1514
3115	1560
3117	9013
3119	4986
3122	1280
3123	1235
3125	1839
3126	1184
3127	1260
313	2398
3131	5547
3134	1635
314	2657
3140	7860
3141	6466
3142	5626
3145	2112
3146	5485
3148	1889
3149	3560
3150	4299
3151	1496
3155	2151
3156	4585
3157	3506
3159	2159
3161	3102
3162	1822
3164	4837
317	7055
3176	3295
317648	3860
317649	9949
317662	5408
317671	2788
3177	2514
317749	1450
317762	16393
317772	393
317781	4718
3178	4121
318	1075
3181	6284
3182	1796
3183	4501
3184	4597
3185	2755
3187	5564
3189	3356
3191	3094
319101	2476
319103	110
3192	5940
3198	2517
32	9360
3206	2541
321	4031
3212	1562
3213	4208
3214	3757
322	2684
323	8972
324	11025
3240	3024
3241	4781
3248	3027
3251	1407
3257	3714
326342	2810
326624	3804
326625	4438
3267	8668
3268	4796
327	3220
3274	4225
3275	4031
3276	1686
328	1803
3280	1578
3281	8784
329	4073
3293	1135
3295	5540
3297	3451
3298	2643
3299	1839
330	5197
3300	4487
3301	2381
3304	2525
3305	2544
3306	5400
3308	4825
3309	3908
331	8591
3310	2371
3312	2463
3313	3321
3315	1455
332	2711
3320	3510
3326	2674
3329	2455
3336	950
3337	2264
3338	1340
3339	14327
333926	2474
333929	1732
334	3727
3340	8030
3344	5408
3363	3126
3364	2935
3376	4656
337867	2525
337873	580
3382	2458
3383	3252
338339	1936
3384	1334
338440	5487
338442	2051
3385	2491
338596	2276
3386	1390
338692	2881
338699	4066
338707	3444
338799	1521
338811	4128
339105	5489
339122	4467
339123	2205
339175	3150
339201	2213
339210	2013
339229	1600
339230	2468
339231	2343
339263	7914
339287	4707
339290	3979
339318	5086
339324	5666
339344	1890
339390	1360
3394	3030
339448	3499
339451	2560
339487	1601
339488	2189
339500	8556
339541	2113
339559	2871
3396	890
339665	2714
339745	6025
3398	2041
339803	2532
339804	1070
339855	4043
339874	2189
339929	2852
34	2619
340024	5174
340061	3200
340120	3938
340146	2359
340152	5791
340156	5806
340205	1194
340252	3022
340273	5811
340277	4154
340348	1863
340351	3533
340371	3877
340385	3191
340390	7119
340481	9160
340485	2238
340526	4339
340527	13660
340533	11719
340542	860
340547	3236
340554	7256
340591	1264
340811	2182
3416	5877
3417	2460
3418	2694
3419	4128
3420	1620
3421	1712
342184	13529
3422	2301
3423	7619
342357	7523
342371	7886
342372	5199
3425	2185
342510	3501
342618	2889
3428	4138
342892	7714
342908	1851
342909	4351
342926	3497
342945	4629
3430	1241
343099	4867
3431	2725
343171	945
343172	939
3433	3703
3434	4613
343413	1997
343521	763
3437	2496
343990	3907
344405	2154
344558	5803
344595	2737
344787	3098
344838	2452
345222	3164
345275	2397
3454	6139
345462	3304
3455	4284
345611	1659
345757	1356
345778	6155
3458	1218
345895	2825
3459	2139
3460	2221
346007	10589
346157	4079
346389	9159
346653	1222
347240	6131
347344	7933
347404	10298
347454	1552
3475	3397
3476	1862
347732	1367
347734	2063
347735	2807
347862	4357
347902	3763
3480	11803
348013	6100
348093	2008
348094	3110
348110	7591
348174	3660
348180	1905
3482	14044
348235	2798
348262	2979
348327	4367
348378	1992
3485	4414
3486	2412
348645	2816
348654	9854
3487	2200
348793	1679
348801	2210
348926	2845
348995	3874
3490	1427
349075	4339
349136	2023
349152	4078
349565	2454
35	1950
3508	3961
351	3543
3512	1438
3516	5990
352954	3526
353	947
353088	2233
353116	3932
353189	5334
353274	18299
353322	1444
353345	1270
353355	2938
353376	3049
353497	3978
355	2689
3550	1964
3551	5002
3553	1631
3554	5143
3556	5413
3557	1922
3559	3216
356	1888
3560	4113
3561	2035
3565	717
3566	3685
3568	5521
3570	5914
3572	9057
3574	2076
3575	4626
3576	1705
3577	2488
3579	2879
358	2752
3586	1630
3587	6711
3588	2132
3590	3008
3594	2901
3595	4040
3597	4036
359845	3621
359948	4663
36	5941
360	2911
3600	6026
360023	8478
3601	1850
360200	3331
3603	9616
3604	5970
3606	1697
3607	5265
3608	1906
3609	6119
3611	2074
3612	2690
3613	1616
3614	2881
3615	1643
3619	3964
3620	2097
3621	5119
3622	1189
3625	3204
3627	1176
3628	2162
3631	9996
3632	2967
3633	4694
3635	5274
3636	4733
3638	3010
3640	899
3643	8954
3646	1990
3652	3113
3654	3666
3655	5618
3656	3483
3658	6354
3659	5153
366	3034
3660	2303
3661	2874
3662	5331
3663	2786
3664	4306
3665	2051
3667	9705
3669	5634
367	10676
3672	10757
3673	7869
3674	3334
3675	5479
3676	4189
3678	4996
3679	4120
3680	7889
3681	3912
3682	3858
3683	5213
3684	4718
3685	7030
3687	4703
3688	3784
3689	4781
369	2504
3690	4894
3691	5919
3692	1289
3693	4372
3695	2867
3696	8751
3697	2911
37	2352
3700	3336
3702	5869
3703	4558
3704	1185
3707	6162
3708	10242
3709	11405
3710	9870
3712	4251
3714	5835
3716	5047
3717	5285
3718	5436
372	4038
3720	5755
3725	3540
3726	1820
3727	1863
3728	3508
373	4186
3730	6314
373156	2692
3732	2289
3735	2421
3737	11877
3738	2569
373863	1605
3742	5977
374291	3743
374354	11051
374383	6438
374393	3488
374395	1023
374403	4480
374443	2612
374470	2090
374618	4440
374655	4617
374659	1880
374786	5132
3748	5447
374819	5665
374868	7353
374872	2574
374875	1884
374879	3358
374882	1310
374887	2785
374899	4977
3749	18750
374900	3797
374907	1874
374920	3588
374928	5832
374946	7346
374969	708
374986	6409
375	2006
375033	4970
375035	11040
375056	8142
375061	1576
375190	2616
3752	7396
375248	6269
375287	4192
3753	3375
375307	2383
375316	5358
375341	4235
375346	4769
375387	2564
375444	2507
375449	10711
375484	3572
3755	3722
3757	4290
375704	1082
375743	9876
375748	4564
375757	1048
375775	5308
375790	7394
3759	5392
376267	3515
376497	4343
376940	11542
377	4105
3772	8399
377677	3815
3778	11397
3779	5052
378	1660
378108	2137
3783	2240
3784	3246
378805	3505
378884	1188
378938	8708
379	1612
379025	2475
3795	2411
3796	3360
3797	5462
3799	5877
38	2258
3800	6931
3801	3427
381	1509
3815	5186
3818	2363
382	3865
3820	1448
3821	1600
3822	1221
3823	1028
3824	15549
383	1532
3831	15091
3832	4860
3835	2505
3836	6830
3837	6139
3838	2456
3839	4474
384	2045
3840	8981
3841	11311
3842	11183
3843	6003
3845	5765
3848	2451
3852	2531
3858	2124
386724	2862
386758	1606
387	2031
387032	2375
387036	1457
387082	1066
387103	750
387104	4077
387119	7673
387263	2667
387338	4344
387357	4101
387496	1543
3875	2088
387509	4082
387521	7714
387590	5725
387597	13140
387680	4642
387694	3983
387751	8438
387755	2954
387787	1018
387837	3029
387841	609
387882	1366
387893	3140
387914	2860
387921	3549
388	2372
388011	2455
388115	5021
388165	2150
388228	4992
388272	6640
388284	1719
388325	2383
388327	357
388335	3106
388341	3157
388372	1258
388389	3397
388403	5217
388512	2065
388536	3037
388552	2601
388558	4233
388561	4061
388564	1000
388566	7151
388567	2587
388569	2996
388588	546
388591	3924
388610	1958
388650	2646
388695	2479
388730	1332
388753	1013
388795	3961
388931	2834
388962	2982
388963	7033
388969	2837
389	2199
389072	9807
389084	2782
389114	4099
389119	1040
389161	2471
389170	2881
389203	1190
389206	8765
389289	2234
389337	4968
389362	4603
3895	6241
389524	3560
389541	730
389634	3033
389641	1970
389643	3887
389668	3174
389677	7269
389692	2347
389741	2588
389766	1845
389791	2100
389792	2711
389813	4387
389831	2195
389840	4697
389856	2618
389860	551
3899	9849
39	3180
390110	1820
3902	2587
3903	4903
390595	7377
390637	5323
3908	9693
390916	2967
390927	6712
390980	2396
391	1319
391059	2678
3911	11426
3913	5674
391356	1105
3914	4305
391475	2051
3915	7889
3916	5242
391712	1582
392	3375
3920	6588
3921	2058
3925	2947
3927	4109
393	3372
3930	3812
3931	1507
3932	2166
3934	877
3936	3944
3937	4678
3939	2416
394	9604
3945	1538
3949	5337
395	6299
3952	3420
3953	8227
3954	5462
3955	2377
3956	637
3957	591
3958	1734
3959	2405
396	1906
3964	6420
3965	3114
397	1256
3978	4102
3980	8400
3981	4180
3983	7690
3984	3374
3985	3670
3987	4461
3988	2782
399	4305
3990	2968
3991	3813
3992	4525
3993	3527
399474	2553
3995	5314
399512	2785
3996	6004
399664	2850
399665	4316
399687	9992
399715	3086
399761	4294
3998	5521
399818	3587
399821	2600
399909	7105
399979	6535
400	3241
4000	3225
400073	2204
4001	3475
400236	1077
400242	2323
400410	1004
400451	2792
400464	665
400499	10568
4005	2294
400506	6432
400512	2594
400569	833
400581	1308
400581|10750	2651
400604	1351
400617	2442
400657	3463
400668	1090
400673	2254
400680	3760
400684	972
400685	2077
4007	2246
400713	2230
400720	5419
400761	851
400798	2577
4008	8237
400823	1994
400931	4560
400946	2995
400954	8320
400960	2451
400961	6279
400966	6697
401093	6585
401115	477
401124	3365
401145	5847
401152	2960
4012	12752
401207	5680
401232	2811
401237	4461
401258	4233
401262	962
401264	2453
401289	3265
4013	4388
401398	3252
401409	952
401431	2973
401466	859
401472	2770
401474	8866
401494	8267
4015	5102
401505	3071
401541	8766
401548	7622
401561	3402
401588	2078
4016	2786
401612	6225
401647	6447
4017	3549
401934	1902
402	1228
402055	4020
4023	3846
402415	2848
402573	1004
4026	18277
402682	996
402778	3807
403	3844
4033	4540
403313	2944
403341	6564
4034	4754
4035	14897
4037	3807
404093	3621
4041	5159
404281	2741
4043	7819
404550	1237
4046	2640
404636	2586
404672	7486
4047	4936
4048	6109
405	4887
4051	5050
4052	6333
4053	8567
4054	4443
4055	2327
4057	2979
4058	3444
4059	3430
406	3862
4063	5083
4064	5388
4065	6886
4066	1547
4067	5808
4068	2554
406891	84
406893	75
406896	78
4069	1530
406934	1625
406948	3068
406962	86
406974|2773	27174
406991|81671	4325
4070	2351
407008	1815
407010	73
407014	84
407017	77
407043|3190	2942
4071	3115
4072	1724
4074	2756
4076	4108
4077	4656
407738	2014
407975	2845
408	3336
408186	4426
4082	4275
4084	5587
4085	5468
4086	3293
4087	34526
4088	6247
4089	8772
409	1895
4090	7012
4091	5198
4092	3087
4094	6384
4097	5040
410	2050
411	5327
4116	756
4117	3984
4118	1112
412	6521
4121	5014
4122	6704
4123	4820
4124	5599
4125	3685
4126	7444
4128	5438
4129	2566
4130	10553
4131	12036
4133	9711
4134	8920
414	5159
4140	3584
4141	3592
414152	4837
414189|119016	2703
414245	2865
414328	1623
414332	3262
4144	2819
4145	2133
4147	4106
4149	3155
414918	4939
414919	2476
4150	2698
415116	2369
4152	4905
4154	6458
4155	9797
4157	3637
4163	8257
4168	3945
4170	3932
4171	3622
4172	3208
4173	4183
4174	4599
4175	3736
4176	3084
4179	7826
4189	2715
4190	1650
4191	2209
4192	1339
4193	12633
4194	10073
4199	3371
420	5129
4200	9100
4201	1089
4204	10505
4205	5824
4208	7561
4209	5965
421	4041
4210	3710
4211	5111
4214	7011
4215	4818
4216	5490
4217	5197
4218	2827
4221	3162
4222	2707
4232	2465
4234	2066
4236	2155
4238	2891
4240	2464
4241	3963
4242	2088
4245	8863
4247	2687
4248	5062
4249	8252
4253	4091
4254	5191
4255	1759
4257	2152
4258	1780
4259	3101
4261	11952
427	5740
4277	2450
4281	6463
4285	2400
4286	4814
4287	26812
4288	12678
4289	11156
4291	3048
4292	2752
4293	11169
4294	3436
4296	5605
4297	16602
4298	4507
4299	9390
43	2956
430	1852
4300	6772
4301	7593
4303	3301
4306	5909
4311	5622
4317	3056
431705	1296
4318	2336
432	2083
4323	3732
4326	2411
4329	5499
433	1396
4331	2635
4332	1752
4335	4996
4338	3568
4343	4689
4345	2129
435	2143
4350	1205
4351	5828
4352	3645
4353	3215
4354	2378
4357	5872
4358	2315
4359	1955
4360	5198
4361	6897
4363	6607
439	1368
439921	5661
439931	2298
439996	1972
440	2356
440026	3968
440068	466
440093	1057
440104	2924
440138	4574
440145	2299
440193	7474
440270|23015	6488
440275	5499
440288	1612
440295	6549
440400	1485
440434	1555
440465	4465
440498	1057
440503	2470
440515	4140
440567	2180
440574	3712
440584	3075
440600	2611
440603	4041
440689	1954
440712	1665
440823	10143
440829	1405
440836	1722
440854	3787
440900	844
440944	3253
440952	2399
440957	1770
441024	3181
441046	1989
441150	552
441155	4432
441168	1117
441191	3632
441212	1303
441242	1962
441250	3113
441263	4646
441307	3506
441381	1758
441549	1492
441666	6590
441951	1075
442319	1679
442909	99
4430	5082
4436	3628
4437	4092
4438	3266
444	6337
445347	2730
4478	3944
4481	3572
4482	1706
4485	4152
4493	729
4494	1573
4500	411
4501	1727
4502	903
4507	7557
4515	2274
4520	7972
4521	872
4522	6814
4524	7150
4528	2528
4534	3593
4542	4303
4548	10529
4552	3274
4580	2579
4591	4330
4594	3749
4595	1930
4597	2352
4598	4109
4599	3470
4600	4064
4601	3470
4602	3672
4603	5192
4605	2704
4607	4226
4608	1805
4609	2366
4610	3256
4615	3314
4616	2007
4621	6037
4627	7554
4628	7762
463	16064
4635	920
4636	2956
4637	1564
4638	10027
4640	3658
4641	5145
4642	5563
4643	8673
4644	12225
4646	8692
4647	7462
4648	6715
4649	12411
4650	7623
4651	11456
4659	5721
466	2181
4660	15431
4664	4358
4665	2711
4666	6629
4668	3694
4669	2544
467	2103
4670	2568
4671	6124
4673	13505
4674	2550
4675	2639
4676	2515
4677	3099
4678	3659
468	2019
4680	2700
4682	1228
4683	4907
4684	6045
4686	5178
4688	2412
4689	1643
4690	2403
4691	4034
4694	766
4695	804
4697	2130
4698	5608
47	4339
4700	1256
4701	601
4702	844
4703	26307
4704	8363
4705	4915
4706	885
4707	1333
4708	1666
4709	755
471	2275
4710	1426
4711	4046
4712	1366
4713	531
4714	829
4715	1319
4716	958
4717	1257
4718	2518
472	13147
4720	2064
4722	1769
4723	1748
4724	833
4725	548
4726	1082
4728	3072
4729	942
473	8026
4731	4676
4733	1746
4734	7235
4735	3701
4736	1069
4738	2300
4739	4934
474170	5669
474170|374819	5177
474343	1258
474344	3910
4744	3783
4747	4082
475	4341
4750	5653
4751	2131
4752	3256
4753	3612
4756	7342
476	3763
4763	12425
4771	6074
4772	4819
4773	7525
4774	9487
4775	6328
4778	1833
4779	4774
478	3818
4780	2853
4781	8198
4782	8068
4783	2085
4784	5459
4790	4085
4791	3416
4792	1567
4794	2581
4796	6607
4798	5093
4799	4604
48	7466
4800	3811
4801	3512
4802	2363
4809	1670
481	2608
4810	8860
4811	5864
4814	2026
4815	1252
4817	2081
4818	843
482	3153
4820	7964
4824	3271
4828	1017
483	1951
4830	1645
4832	1069
4833	1861
4835	10084
4836	4999
4839	3038
4841	3215
4846	4388
4848	4753
4850	4642
4851	9371
4853	11389
4856	2522
4860	2573
4862	7983
4863	6117
4864	5157
4869	1758
488	5702
4882	3686
4883	7344
489	4826
4891	4156
4893	4461
4897	6685
4898	3895
4899	3568
490	7032
4900	1306
4901	2103
4904	1524
4905	3983
4907	3918
4913	1067
4914	3052
492311	3458
4924	2668
4926	7343
4927	2916
4928	7023
4929	3472
493	8968
4931	3123
493753	1754
4938	2416
493856	2327
493860	4381
493861	1467
4939	4734
493900	1053
493911	1253
4940	6719
494115	5084
494143	1321
4942	2092
4943	4042
494470	7596
494513	1942
4946	2832
4947	7102
4952	5162
4953	2653
4957	3899
4967	4181
4968	4977
497189	5923
497190	2321
4973	2462
4974	2965
4976	6493
497661	5395
498	5818
4983	7879
49854	7449
49855	5438
49856	6089
4987	3369
4998	3157
4999	4312
50	2811
5000	6710
5001	2043
5002	2636
5004	802
5005	760
5007	5083
5008	1854
501	4964
5013	2861
5016	2243
5018	2971
5019	3388
5021	4364
5023	2945
5025	4658
5026	2309
5027	5161
5028	6747
5029	2660
5032	1943
5033	2844
5034	2603
503538	2130
5036	2577
5037	1697
5045	4345
5046	4409
5048	5497
50484	4932
50485	3271
50486	866
50488	5299
5049	4198
5050	1098
50509	6174
5051	3581
50512	2186
50515	5709
5052	1234
5054	3190
5055	2155
5058	3737
506	1839
50615	4849
50618	6300
50619	2262
5062	6139
50626	6158
50628	4729
5063	8940
50640	4268
50649	5489
50650	3992
5066	5432
5071	4180
50717	4106
5073	3078
5074	9129
5079	8615
50804	10360
50807	6344
50808	4029
50809	4822
50810	12733
50813	2127
50814	1929
5082	2813
50848	4835
50852	1919
50853	4439
50855	1281
50856	1281
50861	2351
50862	5818
50865	2056
5087	11321
5089	3211
509	1163
5090	2902
5091	4192
5092	1006
5093	1750
50937	9138
50939	8337
5094	3077
50943	2448
5095	2494
5096	6090
5097	4793
50999	6104
51	7514
51000	2137
51001	1529
51002	819
51003	1654
51004	3119
51005	3273
51006	5740
51008	2683
51009	4209
5101	28227
51010	1806
51011	4757
51012	2626
51013	2113
51014	3757
51015	1940
51016	953
51018	7771
51019	945
51020	3529
51021	2634
51022	1131
51023	2482
51024	1005
51026	3227
51027	1096
51028	4607
51029	4208
51030	3298
51031	2737
51035	2073
51042	698
51043	4017
51053	1262
51054	1839
51056	2213
51057	5408
51058	1935
5106	2505
51060	2396
51061	3178
51062	2853
51063	1859
51065	6434
51067	2122
51068	3061
51069	1588
51070	2615
51071	1705
51072	4505
51073	1620
51074	4583
51075	1697
51076	1346
51077	4341
51078	2367
51079	1166
5108	8287
51081	1717
51082	4592
51084	1581
51088	3425
51090	7578
51091	5496
51092	4406
51093	2254
51094	2177
51095	2276
51096	1894
51097	2503
51098	1757
51099	1690
5110	1984
51100	6456
51101	3352
51102	2416
51103	1585
51104	2614
51105	7822
51106	1424
51107	2353
51108	5603
51109	4035
5111	1359
51110	1508
51111	5837
51112	3401
51114	4569
51115	3063
51116	1640
51117	3127
51118	2019
51119	1631
51121	742
51122	3706
51123	3502
51124	3525
51125	2027
51126	1604
51128	6682
51130	2648
51131	1626
51132	8317
51133	3931
51134	3773
51135	4293
51136	2101
51138	2273
51141	3185
51142	901
51143	4791
51144	4292
51147	1709
51150	3516
51154	2315
51155	2289
51157	1707
5116	10560
51160	2337
51161	2655
51162	2125
51163	2666
51164	4208
51167	9252
51170	1885
51172	3286
51174	2490
51175	3610
51176	3477
51177	3741
51181	1251
51182	1904
51184	1604
51185	5628
51186	1096
51187	2015
51188	1047
5119	2483
51191	3513
51192	669
51193	6064
51194	4356
51195	3855
51199	10293
51201	6377
51202	2689
51203	2409
51204	2304
51205	6923
51207	1778
51209	3748
51218	1863
51222	3071
51225	2109
51226	895
51227	6998
51228	2356
51230	5922
51231	2197
51232	5912
51233	1300
51234	2019
51236	2531
51237	1887
51239	4965
51241	1717
51244	2942
51246	2385
51247	2297
51248	1043
51249	2439
5125	9538
51250	1420
51251	1909
51253	1582
51255	844
51257	1667
51258	1234
51259	1958
51260	1201
51263	2605
51264	2441
51265	2160
51266	3054
51267	2685
51268	2414
5127	3158
51271	2735
51272	2916
51274	5122
51275	2290
51276	4113
51277	4992
51278	4188
51279	3394
5128	4157
51280	3046
51281	4640
51282	1727
51284	5011
51287	1038
51290	5014
51291	3538
51292	2160
51293	1729
51294	6562
51295	1700
51296	4579
51299	1795
513	1587
5130	5597
51300	2394
51301	5554
51303	4957
51304	3226
51306	5465
51307	4377
51309	2141
51310	2455
51311	4216
51312	4823
51313	4985
51314	2312
51315	1753
51316	2253
51317	8954
51318	3727
51319	2411
51320	3850
51321	2402
51322	5924
51324	2059
51326	3945
51327	524
51329	1782
51330	1678
51332	11725
51333	2415
51335	7237
51337	2279
51338	1676
51339	3734
5134	3378
51340	4406
51341	5422
51343	5212
51347	4384
51348	1241
51351	9080
51360	4457
51361	5857
51362	3933
51363	4820
51364	2896
51366	10297
51367	913
51368	3937
51371	1428
51372	688
51373	1845
51374	1256
51377	5327
51379	2957
5138	4315
51380	2645
51382	1845
51384	3147
51385	4703
51386	3220
51388	2402
51389	5522
5139	7576
51390	3636
51393	2808
51397	1469
51398	2562
514	3665
5140	6076
51400	4055
51406	1184
51409	17064
5141	4781
51411	2781
5142	4546
51422	3305
51426	5911
51427	6094
51428	2949
51429	4198
51430	5916
51433	6149
51434	3045
51439	4677
5144	8232
51440	4856
51441	2925
51444	3570
51447	2490
51449	5345
51451	1529
51455	4751
51460	4548
51463	2701
51465	4290
51466	3704
5147	1175
51471	765
51474	3920
51477	2420
51478	2541
51479	7418
5148	1505
51490	4286
51491	1258
51493	2027
51495	3228
51496	6828
51497	3581
51499	1182
515	3156
5150	3673
51501	1694
51503	1576
51504	1106
51506	1114
51507	2212
5151	4664
51510	1957
51512	3112
51513	1776
51514	4573
51517	2989
5152	3412
51520	4766
51522	1177
51523	2658
51524	2839
51526	1616
51527	3834
51528	2524
51529	2136
5153	4734
51530	2017
51531	3635
51533	2130
51534	7028
51535	5975
51537	1370
51538	1730
5154	2305
51542	4337
51545	1324
51547	3445
51548	1641
5155	3497
51550	4270
51552	4145
51557	5213
51559	7207
5156	6576
51560	5526
51561	1046
51562	1809
51564	6414
51566	3730
51567	2120
51569	3138
51571	4552
51573	2958
51574	2332
51575	3216
5158	3280
51582	4721
51585	7677
51586	4701
51588	3159
5159	5717
51592	8339
51593	2964
51594	7281
51599	2480
516	2214
5160	3484
51601	1424
51602	2046
51603	3327
51604	2235
51605	3025
51606	2365
51608	4356
51611	2159
51614	2846
51616	2713
51619	3974
5162	4459
51621	6825
51622	2867
51626	2903
51629	2217
5163	14193
51631	2837
51633	3434
51634	1528
51635	2322
51637	7075
51639	770
5164	3440
51642	1922
51643	2952
51645	1739
51646	2560
51647	718
51649	5621
5165	1921
51650	4241
51651	4114
51652	3171
51654	2650
51657	1570
51659	2673
5166	3576
51660	1192
51661	2834
51663	4738
51665	6994
51667	3210
51668	915
51669	2154
51673	1736
51678	8452
5168	3647
51684	5001
5169	3418
51690	710
51691	4030
51692	3157
51693	3102
51696	5614
51699	1523
517	1976
5170	7241
51701	4047
51703	3380
51706	3033
51710	3236
51714	3488
51715	4837
51719	3826
51720	2570
51726	4079
